question,answer
"Bonjour, le t¨¦l¨¦phone a effectivement chauff¨¦ lors du transfert de donn¨¦es ce qui est normal puisque le processeur travaille beaucoup. En revanche, le lendemain, il chaufait toujours autant. Et ce week-end il sest pass¨¦ la m¨ºme chose : je ne peux pas utiliser normalement le t¨¦l¨¦phone sans quil ne chauffre tr¨¨s rapidement, beaucoup trop rapidement au point que la luminosit¨¦ baisse automatiquement pour lempecher de chauffer encore plus. Il ne faut pas attendre 1 ou 2 semaines pour que le t¨¦l¨¦phone se ""stabilise"". Jai un iPhone depuis 2009 et je sais que le t¨¦l¨¦phone na pas besoin dune p¨¦riode de rodage (jai eu suffisemment diPhone en presque 15 ans pour le savoir). Je vous demande donc de me l¨¦changer en esp¨¦rant que tout soit fonctionnel cette fois ci. Cela mennuie car celui que vous mavez envoy¨¦ est en parfait ¨¦tat. Il est comme neuf. Aucune rayure ni micro-rayure (et votre boite est bien meilleure que celle fournie par Apple !!). Et je ne suis pas certain den recevoir un nouveau qui soit dans ce m¨ºme parfait ¨¦tat. Mais je souhaite en avoir un que je puise utiliser ""normalement"". Mon iPhone 10 peut chauffer si jutilise une app gourmande et pendant un long temps. La m¨ºme app sur liPhone 12 ProMax fait chauffer le t¨¦l¨¦phone en 2 minutes... Je vous remercie donc de me dire comment proc¨¦der pour le retour. Et pourrez vous me fournir le m¨ºme mod¨¨le ? Merci pour votre compr¨¦hension.","Cher client,Veuillez nous envoyer les photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos allum¨¦ et ¨¦teint et couverture arri¨¨re avant exp¨¦dition.Veuillez trouver l¨¦tiquette dexp¨¦dition gratuite ci-jointe.Veuillez suivre attentivement ces instructions, et si ces instructions ne sont pas suivies, nous devrons vous retourner lappareil.1. D¨¦sactivez CODE LOCK si votre appareil en poss¨¨de un ou notez-le sur une feuille de papier et mettez-le dans la bo?te.2. DISSOCIEZ votre compte ICLOUD. Si un compte iCloud est connect¨¦ sur le t¨¦l¨¦phone renvoy¨¦, cela ralentira votre processus dassistance. Si vous ne parvenez pas ¨¤ vous d¨¦connecter du compte iCloud, veuillez nous en informer.3. Enregistrez vos donn¨¦es et retirez la carte SIM.4. Ensuite, vous pouvez emballer le produit. Utilisez un emballage suffisamment SOLIDE et tous les accessoires re?us doivent ¨ºtre retourn¨¦s ensemble. Veuillez emballer soigneusement le produit pour vous prot¨¦ger de tout litige.5. Imprimez l¨¦tiquette dexp¨¦dition sur le colis.6. Vous pouvez livrer le colis ¨¤ ladresse suivante :15 BOULEVARD DE LA REPUBLIQUE92210 ST CLOUD FranceSi cette adresse ne vous convient pas, vous pouvez consulter sur le site du transporteur la liste des points de livraison ¨¤ proximit¨¦.Une fois que nous recevons votre produit retourn¨¦ et quil r¨¦pond aux exigences, nous vous enverrons le remplacement dans les 48 heures ouvrables.Nous nous excusons ¨¤ nouveau pour la g¨ºne occasionn¨¦e et vous remercions de votre compr¨¦hension.Attendre une r¨¦ponse!"
"Bonjour, je vous retourne l'iphone selon vos modalit¨¦s et vous trouverez en pi¨¨ces jointes les 3 photos demand¨¦es. Serez vous en mesure de me faire parvenir un 12 Pro Max 256 Go ? Si vous n'en avez pas en stock, un 128 Go fera l'affaire et vous ¨¦diterez un avoir que je pourrai utiliser en septembre (j'ai pr¨¦vu l'achat d'un iPhone 12). Merci ","Cher client,Oui, l¨¦change sera du m¨ºme mod¨¨le et de la m¨ºme couleur que votre commande. Nous v¨¦rifierons le stock apr¨¨s r¨¦ception du t¨¦l¨¦phone que vous nous avez retourn¨¦. A bient?t !"
"Bonjour, jai d¨¦pos¨¦ le colis ¨¤ La Poste hier en fin de journ¨¦e. Vous devriez le recevoir tr¨¨s rapidement. Jen profite pour vous demander si vous sauriez me dire combien coute un iPhone 12 128 Go chez vous ? Merci et ¨¤ bient?t ! :)","Cher client,Jesp¨¨re que tu vas bien aujourdhui ! Selon la logistique, le colis a ¨¦t¨¦ livr¨¦. Nous v¨¦rifierons aupr¨¨s de notre entrep?t et vous proposerons une solution dans les 48 heures ouvrables. ¨¤ tr¨¨s bient?t!
Quant au prix de liPhone 12 128 Go, vous pouvez le consulter sur le site Web de notre boutique. Merci?!
Cher client,Votre t¨¦l¨¦phone a ¨¦t¨¦ re?u. Nous aimerions vous en ¨¦changer un nouveau. Nous sommes d¨¦sol¨¦s de vous informer que le bleu ¨¦tait ¨¦puis¨¦. Mais nous avons de lor disponible. Veuillez nous faire savoir si vous pouvez accepter lor. Merci et en attente de votre r¨¦ponse ?"
? C¡¯est la seule couleur dispo ? Sinon quelle couleur avez vous en 128 Go ? ,"Cher client,Oui, nous navons que la couleur or maintenant. D¨¦sol¨¦, nous navons pas 128 Go. Veuillez nous donner votre avis."
"Alors OK pour la couleur ""gold"" Cest un peu ostentatoire ? mais comme il y aura une coque de protection... Tant quil fonctionne sans surchauffe anormale, ?a me va (en esp¨¦rant quil soit aussi ""neuf"" que le pr¨¦c¨¦dent envoy¨¦ l¨¦tait) ?","Cher client,Nous avons organis¨¦ un nouvel ¨¦change pour vous. Le num¨¦ro de suivi est CUB109584022 (Transporteur : Cubyn Express). Il sera exp¨¦di¨¦ dans les 24 heures ouvrables. Merci."
"BonjourJe souhaiterais que vous m¡¯envoyiez la facture.Avec mes remerciements Bien cordialement 
BonjourJai achet¨¦ cet iPhone pour un cadeau. Malheureusement, le haut parleur interne ne fonctionne pas. Nous avons fait toutes les manipulations recommand¨¦es. Mais rien, le son, lors dun appel, est ¨¤ peine audible. Nous avons ¨¦galement contact¨¦ Apple pour le cas o¨´ ce serait un probl¨¨me de mise ¨¤ jour ou autre. Apple confirme que le Haut parleur interne est d¨¦fectueux. Je viens donc vers vous pour savoir comment proc¨¦der pour la prise en charge de la garantie.Avec mes remerciements et restant dans lattente de votre r¨¦ponse.Bien cordialement.","Cher client,Nous nous excusons pour tout inconv¨¦nient. Ne vous inqui¨¦tez pas, nous pouvons vous proposer un nouveau remplacement apr¨¨s r¨¦ception. Veuillez nous envoyer les informations suivantes :1. Photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos allum¨¦ et ¨¦teint et couverture arri¨¨re.Et veuillez confirmer soigneusement si le t¨¦l¨¦phone a subi une chute/pression/infiltration deau ou des dommages similaires.2. Veuillez confirmer votre adresse de livraison comme ci-dessous afin que nous puissions g¨¦n¨¦rer une ¨¦tiquette de retour gratuite pour vous et vous guider dans le retour du produit d¨¦fectueux. Merci et jattends votre r¨¦ponse. CordialementHerhard Josianna13 rue des RatellesCHARRAIS86170 Saint Martin La Pallu, France0688317591"
"BonjourJe vous remercie pour votre r¨¦ponse Oui, je vous serais donc tr¨¨s reconnaissante de bien vouloir faire le n¨¦cessaire pour un retour. En effet, il est difficile d¡¯utiliser ce t¨¦l¨¦phone sans pouvoir entendre son interlocuteur.Est-ce que vous faites un ¨¦change , ou est-ce que je dois refaire une nouvelle commande ?Merci d¡¯avance pour vos r¨¦ponses.Bien cordialement 
RebonjourComme demand¨¦, je vous envoie les photos de l¡¯appareil ¨¦cran ¨¦teint et ¨¦cran allum¨¦, et arri¨¨re.Je vous confirme que l¡¯appareil n¡¯a subit aucun dommage, aucune chute, ni pression, ni infiltration d¡¯eauJe vous confirme mon adresseHerhard Josianna13 rue des Ratelles Charrais86170 Saint Martin La PalluFrance0688317591Est-ce que je vous retourne ¨¦galement le cable et le chargeur ?Cet IPhone ¨¦tait un cadeau. La personne a qui il est destin¨¦ n¡¯a plus de t¨¦l¨¦phone pour l¡¯instant. Pourriez-vous me dire quand je recevrai le t¨¦l¨¦phone de remplacement.!D¡¯autre part, je tenais ¨¦galement ¨¤ vous signaler que ce Telephone ¨¦tait impeccable, il avait un aspect Etat neuf.Par contre ¨¤ vous signaler ¨¦galement que la batterie avait un ¨¦tat d¡¯usure ¨¤ 89% ¨¤ r¨¦ception et qu¡¯elle a baiss¨¦ ¨¤ 87%.Dans l¡¯attente de vos nouvellesAvec mes remerciements Bien cordialement 
BonjourJe viens de voir que je n¡¯avais pas retir¨¦ le film de protection qui avait ¨¦t¨¦ rajout¨¦ sur l¡¯¨¦cran. Le film donne des reflets sur les photosMerciJe le tiens ¨¤ votre disposition pour tous renseignements compl¨¦mentaires Bonne r¨¦ception ","Cher client,Veuillez trouver l¨¦tiquette dexp¨¦dition gratuite ci-jointe.Suivez attentivement ces instructions, et si ces instructions ne sont pas suivies, nous devrons vous retourner lappareil.1. D¨¦sactivez le LOCK CODE si votre appareil en poss¨¨de un ou notez-le sur une feuille de papier et mettez-le dans la bo?te.2. D¨¦CONNECTEZ votre compte ICLOUD. Si un compte iCloud est connect¨¦ au t¨¦l¨¦phone renvoy¨¦, cela ralentira votre processus dassistance.3. Enregistrez vos donn¨¦es et retirez la carte SIM.4. Ensuite, vous pouvez emballer le produit. Veuillez utiliser un emballage suffisamment solide et tous les accessoires re?us doivent ¨ºtre retourn¨¦s ensemble. Emballez soigneusement le produit afin de vous prot¨¦ger dun ¨¦ventuel litige.5. Imprimez l¨¦tiquette dexp¨¦dition sur le colis.6. Vous pouvez livrer le colis ¨¤ ladresse suivante :3 PLACE DE LA MAIRIE86170 CHAMPIGNY LE SEC FranceSi cette adresse ne vous convient pas, vous pouvez consulter le site Web du transporteur pour obtenir une liste des points de livraison ¨¤ proximit¨¦.Une fois que nous aurons re?u le produit retourn¨¦ et quil sera conforme, nous vous renverrons le produit de remplacement sous 48h ouvr¨¦es.Nous nous excusons ¨¤ nouveau pour la g¨ºne occasionn¨¦e et vous remercions de votre compr¨¦hension.En attente de r¨¦ponse!"
"Bonjour,

merci pour votre r¨¦ponse rapide.
je vous joins en PJ les photos du t¨¦l¨¦phone. Mais comme indiqu¨¦ dans le pr¨¦c¨¦dent message, le t¨¦l¨¦phone ne s'allume plus. Je ne peux donc pas vous fournir de photos &quot;¨¦cran de photos allum¨¦&quot;.
Mon t¨¦l¨¦phone n'a subi aucun d¨¦gat quelque ce soit. Pas de chute, de pression ou encore d'infiltration d'eau. Je l'ai aussi prot¨¦g¨¦ avec une coque Rhinoshield.
Il s'est juste ¨¦teint subitement lors de mon utilisation hier sans crier gare.
L'adresse indiqu¨¦e dans votre message est bien la bonne mais le num¨¦ro de t¨¦l¨¦phone et le nom ne sont pas les bons. Voici donc les coordonn¨¦es modifi¨¦s :
Ugolin Guffroy
104 rue Saint Martin,
62400 B¨¦thune,
France
0627930333

Merci de me pr¨¦venir si la r¨¦paration n¨¦cessite un effacement de donn¨¦es du t¨¦l¨¦phone. C'est justement ce que je souhaite ¨¦viter.

merci par avance pour votre assistance. ","Cher client,Jesp¨¨re que tu vas bien aujourdhui ! Selon la logistique, le colis a ¨¦t¨¦ livr¨¦. Nous v¨¦rifierons aupr¨¨s de notre entrep?t et vous proposerons une solution dans les 48 heures ouvrables.Mais apr¨¨s avoir v¨¦rifi¨¦ lIMEI 359669603508085 de votre t¨¦l¨¦phone. Le compte iCloud na pas encore ¨¦t¨¦ supprim¨¦, voir pi¨¨ce jointe. Pourriez-vous le supprimer d¨¨s que possible??Vous pouvez le faire ¨¤ distance sans le t¨¦l¨¦phone en suivant notre guide en choisissant ""Se d¨¦connecter via icloud.comhttps://sellercentral-europe.amazon.com/nms/redirect/aad7a86f-ae02-34f7-be43-52d5136efdd9?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=uIY0of-kYVNTikQiMxx6N_j6ULUasQzG4HHY3_pLtis-Supz3jF60oz_3_YIT3sLRAot73paGS2ZBHO5dYxUdQ&n=1&u=aHR0cDovL2ljbG91ZC5jb20 "" ici ou avec la m¨¦thode jointe?:- Allez sur https://www.icloud.com/ethttps://sellercentral-europe.amazon.com/nms/redirect/c8f3f3fc-1c01-32c3-912e-f7d87d923eba?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=GWXOwQgejQTthTkjG_M_anao_--WbstpylKJlBbqc_2GaRcjTdPBJEZC1MAAb6t9BZM8m2_mGyhIsjsEaF2JPg&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS9ldA connectez-vous avec le m¨ºme compte iCloud connect¨¦ ¨¤ votre appareil - Cliquez sur ""Trouver mon iPhone"" - Cliquez sur ""Tous les appareils"" en haut de la fen¨ºtre - S¨¦lectionnez lappareil que vous voulez pour vous d¨¦connecter - Veuillez noter que votre appareil doit ¨ºtre hors ligne, vous devriez voir un point gris ¨¤ c?t¨¦ de lui si cest le cas (un appareil est ¨¦galement consid¨¦r¨¦ comme hors ligne sil est ¨¦teint ou non connect¨¦ ¨¤ un r¨¦seau de donn¨¦es) - Cliquez sur ""Supprimer du compte"" , puis cliquez sur ""Supprimer"" - Entrez votre mot de passe Apple ID et confirmez Faites-le moi savoir une fois que vous avez termin¨¦ ces ¨¦tapes."
"Bonjour,je vous confirme avoir bien d¨¦connect¨¦ mon compte icloud de mon t¨¦l¨¦phone.Bonne journ¨¦e,","Cher client,Votre t¨¦l¨¦phone a ¨¦t¨¦ re?u.Nous aimerions vous en ¨¦changer un nouveau.Nous sommes d¨¦sol¨¦s de vous informer que le noir ¨¦tait ¨¦puis¨¦.Mais nous avons du bleu, du rouge, du violet et du vert disponibles.Veuillez nous faire savoir si vous pouvez accepter lun des ces couleurs. Merci et en attente de votre r¨¦ponse ?"
"Bonjour, je me permets de vous contacter concernant mon achat d iPhone 12 pro max. Il est d¨¦fectueux par la batterie. Quand on allume les donn¨¦es mobiles ?a se d¨¦charge aussit?t quand on mets le chargeur cest dans les 70% ¨¤ nouveau. ","Cher client,Nous nous excusons pour tout inconv¨¦nient. Ne vous inqui¨¦tez pas, nous pouvons vous proposer un nouveau remplacement. Veuillez nous envoyer les informations suivantes : 1. Photos de lappareil pour le prot¨¦ger de tout litige, photos de l¨¦cran allum¨¦ et ¨¦teint, et de la coque arri¨¨re. Veuillez confirmer soigneusement si le t¨¦l¨¦phone a subi une chute/une pression/une p¨¦n¨¦tration deau ou des dommages similaires. 2. Veuillez confirmer si ladresse suivante est correcte.Afin que nous puissions vous fournir une ¨¦tiquette de retour gratuite. Au plaisir de vous entendre bient?t?!Cheikh TidianeNdiaye5, Rue des Poissonniershotel Pax75018 Paris, France"
"Bonjour je vous remercie pour votre retour, je vous enverrai les photos dans la journ¨¦e. Et ladresse oui cest bien l¨¤-bas quil faudra mettre l¨¦tiquette de retour. ","Cher client,Veuillez nous envoyer les photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos allum¨¦ et ¨¦teint et couverture arri¨¨re avant exp¨¦dition. Veuillez trouver l¨¦tiquette dexp¨¦dition gratuite ci-jointe.Veuillez suivre attentivement ces instructions, et si ces instructions ne sont pas suivies, nous devrons vous retourner lappareil.1. D¨¦sactivez CODE LOCK si votre appareil en poss¨¨de un ou notez-le sur une feuille de papier et mettez-le dans la bo?te.2. DISSOCIEZ votre compte ICLOUD. Si un compte iCloud est connect¨¦ sur le t¨¦l¨¦phone renvoy¨¦, cela ralentira votre processus dassistance. Si vous ne parvenez pas ¨¤ vous d¨¦connecter du compte iCloud, veuillez nous en informer.3. Enregistrez vos donn¨¦es et retirez la carte SIM.4. Ensuite, vous pouvez emballer le produit. Utilisez un emballage suffisamment SOLIDE et tous les accessoires re?us doivent ¨ºtre retourn¨¦s ensemble. Veuillez emballer soigneusement le produit pour vous prot¨¦ger de tout litige.5. Imprimez l¨¦tiquette dexp¨¦dition sur le colis.6. Vous pouvez livrer le colis ¨¤ ladresse suivante :11 RUE DES ISLETTES75018 PARIS FranceSi cette adresse ne vous convient pas, vous pouvez consulter sur le site du transporteur la liste des points de livraison ¨¤ proximit¨¦.Une fois que nous recevons votre produit retourn¨¦ et quil r¨¦pond aux exigences, nous vous enverrons le remplacement dans les 48 heures ouvrables.Nous nous excusons ¨¤ nouveau pour la g¨ºne occasionn¨¦e et vous remercions de votre compr¨¦hension.Attendre une r¨¦ponse!"
"Bonjour j¡¯aimerais un remboursement car au bout de deux mois j¡¯ai des gros bugs ¨¤ l¡¯utilisation et il allume la pomme puis s¡¯¨¦teint mais ne s¡¯allume plus puis 20/30 minutes apr¨¨s il se rallume,Bien ¨¤ vous ","Cher client,Veuillez nous envoyer les photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos allum¨¦ et ¨¦teint et couverture arri¨¨re avant exp¨¦dition. Veuillez trouver l¨¦tiquette dexp¨¦dition gratuite ci-jointe.Veuillez suivre attentivement ces instructions, et si ces instructions ne sont pas suivies, nous devrons vous retourner lappareil.1. D¨¦sactivez CODE LOCK si votre appareil en poss¨¨de un ou notez-le sur une feuille de papier et mettez-le dans la bo?te.2. DISSOCIEZ votre compte ICLOUD. Si un compte iCloud est connect¨¦ sur le t¨¦l¨¦phone renvoy¨¦, cela ralentira votre processus dassistance. Si vous ne parvenez pas ¨¤ vous d¨¦connecter du compte iCloud, veuillez nous en informer.3. Enregistrez vos donn¨¦es et retirez la carte SIM.4. Ensuite, vous pouvez emballer le produit. Utilisez un emballage suffisamment SOLIDE et tous les accessoires re?us doivent ¨ºtre retourn¨¦s ensemble. Veuillez emballer soigneusement le produit pour vous prot¨¦ger de tout litige.5. Imprimez l¨¦tiquette dexp¨¦dition sur le colis.6. Vous pouvez livrer le colis ¨¤ ladresse suivante :22 RUE LOUIS LEJEUNE59290 WASQUEHAL FranceSi cette adresse ne vous convient pas, vous pouvez consulter sur le site du transporteur la liste des points de livraison ¨¤ proximit¨¦.Une fois que nous recevons votre produit retourn¨¦ et quil r¨¦pond aux exigences, nous vous enverrons le remplacement dans les 48 heures ouvrables.Nous nous excusons ¨¤ nouveau pour la g¨ºne occasionn¨¦e et vous remercions de votre compr¨¦hension.Attendre une r¨¦ponse!
Et nous savons que votre t¨¦l¨¦phone ne peut pas ¨ºtre allum¨¦. Alors peut-¨ºtre que vous ne pouvez pas d¨¦sactiver votre compte iCloud sur votre t¨¦l¨¦phone. Suivez les instructions pour vous d¨¦connecter de votre compte iCloud avec un ordinateur portable ou un ordinateur. Vous navez pas besoin davoir un t¨¦l¨¦phone, vous avez juste besoin dutiliser un ordinateur ou un ordinateur portable. 1. Allez sur la page : https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/b557090e-10fb-3768-9890-f6305bc33fd9?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=ZLjpN5AR5ySm_8H2SkGGyvY3AFendr3N2MkFPMN37xs4O2xwYqnmvDguZ1dFO8tYrvYQH0yuRUhWwl9AM4sHSA&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 et connectez-vous au compte iCloud auquel votre appareil ¨¦tait connect¨¦. 2. Si lauthentification ¨¤ deux facteurs est activ¨¦e, vous devriez recevoir un code de v¨¦rification sur vos appareils de confiance. Si ce nest pas le cas, ins¨¦rez la carte SIM dans un nouvel appareil et cliquez sur ""Na pas re?u de code ?"" puis ""Envoyez-moi un SMS"". 3. Cliquez sur ""Rechercher"". Si vous ne voyez pas lapplication ""Rechercher"", cela signifie que vous n¨ºtes pas connect¨¦ au bon compte iCloud?; v¨¦rifiez quil sagit bien de lidentifiant Apple utilis¨¦ pour votre appareil. 4. Cliquez sur ""Tous mes appareils"" en haut de la fen¨ºtre. Si vous ne voyez pas ""Tous mes appareils"", cela signifie que vous avez d¨¦j¨¤ s¨¦lectionn¨¦ un appareil. Cliquez sur le nom de lappareil actuel au centre de la barre doutils pour acc¨¦der ¨¤ la liste des appareils, puis s¨¦lectionnez un autre appareil. 5. S¨¦lectionnez lappareil Apple que vous souhaitez d¨¦connecter, il doit ¨ºtre hors ligne (avec un point gris ¨¤ gauche). Un appareil est consid¨¦r¨¦ hors ligne sil est ¨¦teint ou d¨¦connect¨¦ de tout r¨¦seau Internet. 6. Cliquez sur ""Supprimer du compte"". Si vous ne voyez pas le bouton ""Supprimer du compte"", assurez-vous de d¨¦connecter lappareil (¨¦teignez-le). 7. Apple vous demande de confirmer la suppression de lappareil. Cliquez sur ""Supprimer"". Enfin, Apple vous demande de saisir le mot de passe pour valider la suppression. Entrez votre mot de passe et cliquez sur ""Supprimer"". De cette fa?on, vous vous d¨¦connecterez avec succ¨¨s de votre compte iCloud sur lappareil. Merci beaucoup pour ton aide."
"Bonjour mon telephone fait que de sallumer et seteindre, jai demande un retour pour remboursement mais impossible de le r¨¦initialiser puisque il ne sallume  plus
¨¦tat avant envoi
Apr¨¨s r¨¦ception le remboursement sera fait sous combien de temps ? ","Cher client,Merci pour vos informations! Apr¨¨s r¨¦ception sans probl¨¨me, nous vous rembourserons. Une fois que vous aurez exp¨¦di¨¦ le t¨¦l¨¦phone, veuillez nous en informer."
Le colis viens de partir ,"Cher client,Ok, nous garderons un ?il dessus et vous r¨¦pondrons d¨¨s r¨¦ception. Bonne journ¨¦e?!"
Merci beaucoup c¡¯est gentil,"Cher client,Cest un plaisir. Je vous souhaite une bonne journ¨¦e?!?"
"Bonjour, avez vous proc¨¦d¨¦ au remboursement s¡¯il vous pla?t ? Et merci beaucoup excellente journ¨¦e ¨¦galement ","Cher client,Afin de ne pas vous faire attendre, nous vous remboursons aujourdhui. V¨¦rifiez ensuite aupr¨¨s de notre entrep?t. Merci et bonne journ¨¦e !"
"Bonjour,J¡¯ai achet¨¦ un iPhone 11 en f¨¦vrier dernier et le tactile de ce dernier ne fonctionne plus.Il n¡¯est pas tomb¨¦ ni fissur¨¦.Je souhaiterais faire fonctionner les garantie Amazon renewed Bien cordialement ","Cher client,Nous nous excusons pour tout inconv¨¦nient. Ne vous inqui¨¦tez pas, nous pouvons vous proposer une r¨¦paration apr¨¨s r¨¦ception. Veuillez nous envoyer les informations suivantes :1. Photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos et couverture arri¨¨re.Et veuillez confirmer soigneusement si le t¨¦l¨¦phone a subi une chute/pression/infiltration deau ou des dommages similaires.2. Veuillez confirmer votre adresse de livraison comme ci-dessous afin que nous puissions g¨¦n¨¦rer une ¨¦tiquette de retour gratuite pour vous et vous guider dans le retour du produit d¨¦fectueux. Merci et jattends votre r¨¦ponse. CordialementVacaresse Lena27 Rue des Genevriers34660 Cournonsec, France0687904646"
"Bonjour. Le produit est d¨¦fectueux. Beaucoup de  bugs avec l¡¯¨¦cran qui seteint tout seul, l¡¯appareil photo bugue aussi. Pourriez-vous svp me rembourser Cordialement 
Bonjour L¡¯article est d¨¦fectueux et ne fonctionne pas correctement. Il surchauffe, l¡¯¨¦cran s¡¯¨¦teint tout seul. Pourriez-vous svp proc¨¦der au remboursement. Cordialement ","Cher client,Veuillez nous envoyer les photos de lappareil pour vous prot¨¦ger de tout litige, ¨¦cran de photos allum¨¦ et ¨¦teint et couverture arri¨¨re avant exp¨¦dition. Veuillez trouver l¨¦tiquette dexp¨¦dition gratuite ci-jointe.Veuillez suivre attentivement ces instructions, et si ces instructions ne sont pas suivies, nous devrons vous retourner lappareil.1. D¨¦sactivez CODE LOCK si votre appareil en poss¨¨de un ou notez-le sur une feuille de papier et mettez-le dans la bo?te.2. DISSOCIEZ votre compte ICLOUD. Si un compte iCloud est connect¨¦ sur le t¨¦l¨¦phone renvoy¨¦, cela ralentira votre processus dassistance. Si vous ne parvenez pas ¨¤ vous d¨¦connecter du compte iCloud, veuillez nous en informer.3. Enregistrez vos donn¨¦es et retirez la carte SIM.4. Ensuite, vous pouvez emballer le produit. Utilisez un emballage suffisamment SOLIDE et tous les accessoires re?us doivent ¨ºtre retourn¨¦s ensemble. Veuillez emballer soigneusement le produit pour vous prot¨¦ger de tout litige.5. Imprimez l¨¦tiquette dexp¨¦dition sur le colis.6. Vous pouvez livrer le colis ¨¤ ladresse suivante :18 RUE DE L HOTEL DES POSTES06000 NICE FranceSi cette adresse ne vous convient pas, vous pouvez consulter sur le site du transporteur la liste des points de livraison ¨¤ proximit¨¦.Une fois que nous recevons votre produit retourn¨¦ et quil r¨¦pond aux exigences, nous vous enverrons le remplacement dans les 48 heures ouvrables.Nous nous excusons ¨¤ nouveau pour la g¨ºne occasionn¨¦e et vous remercions de votre compr¨¦hension.Attendre une r¨¦ponse!
Cher client,Et nous savons que votre t¨¦l¨¦phone ne peut pas ¨ºtre allum¨¦. Alors peut-¨ºtre que vous ne pouvez pas d¨¦sactiver votre compte iCloud sur votre t¨¦l¨¦phone. Suivez les instructions pour vous d¨¦connecter de votre compte iCloud avec un ordinateur portable ou un ordinateur. Vous navez pas besoin davoir un t¨¦l¨¦phone, vous avez juste besoin dutiliser un ordinateur ou un ordinateur portable. 1. Allez sur la page : https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/c5807929-8ccb-388b-bbfa-d1e85e520467?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=L15bj14hYUa8SzKYLDEYwrbSKdi_BzNYksE49By_s_ajPubyNC0zklFZ392oS8u1ftabqW2_EMghJ74fahD5rQ&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 et connectez-vous au compte iCloud auquel votre appareil ¨¦tait connect¨¦. 2. Si lauthentification ¨¤ deux facteurs est activ¨¦e, vous devriez recevoir un code de v¨¦rification sur vos appareils de confiance. Si ce nest pas le cas, ins¨¦rez la carte SIM dans un nouvel appareil et cliquez sur ""Na pas re?u de code ?"" puis ""Envoyez-moi un SMS"". 3. Cliquez sur ""Rechercher"". Si vous ne voyez pas lapplication ""Rechercher"", cela signifie que vous n¨ºtes pas connect¨¦ au bon compte iCloud?; v¨¦rifiez quil sagit bien de lidentifiant Apple utilis¨¦ pour votre appareil. 4. Cliquez sur ""Tous mes appareils"" en haut de la fen¨ºtre. Si vous ne voyez pas ""Tous mes appareils"", cela signifie que vous avez d¨¦j¨¤ s¨¦lectionn¨¦ un appareil. Cliquez sur le nom de lappareil actuel au centre de la barre doutils pour acc¨¦der ¨¤ la liste des appareils, puis s¨¦lectionnez un autre appareil. 5. S¨¦lectionnez lappareil Apple que vous souhaitez d¨¦connecter, il doit ¨ºtre hors ligne (avec un point gris ¨¤ gauche). Un appareil est consid¨¦r¨¦ hors ligne sil est ¨¦teint ou d¨¦connect¨¦ de tout r¨¦seau Internet. 6. Cliquez sur ""Supprimer du compte"". Si vous ne voyez pas le bouton ""Supprimer du compte"", assurez-vous de d¨¦connecter lappareil (¨¦teignez-le). 7. Apple vous demande de confirmer la suppression de lappareil. Cliquez sur ""Supprimer"". Enfin, Apple vous demande de saisir le mot de passe pour valider la suppression. Entrez votre mot de passe et cliquez sur ""Supprimer"". De cette fa?on, vous vous d¨¦connecterez avec succ¨¨s de votre compte iCloud sur lappareil. Merci beaucoup pour ton aide."
Bonjour Je souhaiterais un remboursement complet Cordialement ,"Cher client,Veuillez envoyer votre t¨¦l¨¦phone avec l¨¦tiquette de retour gratuite que nous fournissons. Nous vous rembourserons apr¨¨s avoir re?u le t¨¦l¨¦phone sans probl¨¨me. Avant denvoyer le t¨¦l¨¦phone, veuillez fournir des photos de lavant et de larri¨¨re du t¨¦l¨¦phone, ainsi que des iclouds d¨¦sarm¨¦s. Veuillez nous en informer apr¨¨s lenvoi du t¨¦l¨¦phone. Merci de votre collaboration!?"
