"question","answer"
"¿Podéis cambiar solo la batería? La batería si que es un daño de fabricaYo solo reclamo el error de batería no original, la pantalla no la arregléis, la arreglo por mi cuenta.Si no podéis cambiarme la batería devuélvemelo y lo llevare a un taller. ","Estimado cliente,Dado que su teléfono se ha caído y dañado, está fuera de garantía, le devolveremos el teléfono. Le ofreceremos el número de seguimiento lo antes posible. Gracias por su comprensión."
"Buenas noches, me puede realizar la etiqueta de devolución para el artículo solicitado? El óptico para hacer foto venía rayado y se notan las calidad de las fotos y la batería dura poquísimo , por eso necesito que me haga la etiqueta devolucion con franqueo pagado. Gracias","Estimado cliente,Envíenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del envío. Busque la etiqueta de envío gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escríbalo en una hoja de papel y póngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el teléfono devuelto, ralentizará su proceso de soporte. Si no puede cerrar sesión en la cuenta de iCloud, háganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de envío en el paquete.6. Puede entregar el paquete en la siguiente dirección: CALLE RIOJA 1050017 ZARAGOZA Spain.Si esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas hábiles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensión.¡Esperando una respuesta!"
"Vale lo haré tal como me habéis indicado. Adjunto fotos del dispositivo ","Estimado cliente, gracias por sus fotos y avísenos cuando devuelva el teléfono. Que tengas un buen día 🌷Estimado cliente,¡Espero que estés bien hoy! De acuerdo con la logística, el paquete ha sido entregado. Consultaremos con nuestro almacén y le ofreceremos una solución dentro de las 48 horas hábiles. ¡Te veré muy pronto!Estimado cliente,Hemos recibido su teléfono y nos gustaría enviarle uno nuevo. Para evitar cualquier error, confirme la siguiente información. Gracias y en espera de su respuesta 🌷Rosana Diez AnguloJuan Carlos I, 7, 1 DZaragoza, Zaragoza 50009Spain606921183"
"Vale, mañana dejaré el móvil empaquetado y con la etiqueta en la dirección que me habéis enviado. Gracias Una cosa todos los accesorios son cargador, la aguja de la tarjeta…Buenas tardes, quería saber cómo va la reparación del teléfono móvil y también aproximadamente lo que tardaré en recibir el teléfono.","Estimado cliente, El teléfono se reparó con éxito y se le devolvió. El número de seguimiento es CB751780582FR (Transportista: Colissimo). Será enviado dentro de las 24 horas hábiles. Gracias y que tengas un buen día 🌷"
"Hola buenos días, ya le he quitado el iCloud y el bloqueo de pantalla, ahora mismo se puede abrir el móvil sin problema, habiéndolo dejado así no es necesario formatear verdad? Si lo fuera lo haría pero si puedo evitarlo mejor gracias. Esta tarde iré a imprimir la etiqueta y lo enviaré ya si me da tiempo y si no mañana como mucho lo habré enviado, buen día :)Así está ahora mismo Hola de nuevo, pues ya está entregado, espero que lo recibáis pronto gracias buenas tardes :DGenial ;). Solo mandé el móvil, el cargador lo tengo aquí, no era necesario mandarlo no? Pensé que como el fallo es solo del móvil lo demás no hacía falta enviarlo y así cuando lo tenga de vuelta ya lo tengo todo aquí, gracias y buen día 🌹Hola buenos días, entonces cuando os llegue el móvil me avisareis me dijiste verdad? Gracias :)","Estimado cliente, El teléfono ha sido reparado con éxito y se le ha devuelto. El número de seguimiento es CB748712211FR (Transportista: Colissimo). Será enviado dentro de las 24 horas hábiles. Gracias y buen día 🌷"
"Hola, perfecto muchas gracias ;), me lo entregarán en casa o en el punto ups? Para estar atento, gracias :D","Estimado cliente, será entregado en su casa y puede rastrearlo de acuerdo con el TL a continuación. Gracias y que tengas un buen día ��https://www.aftership.com/track/CB748712211FRhttps://sellercentral-europe.amazon.com/nms/redirect/a6895d2d-ee49-3f5e-9ff9-227b745d73c3?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=EqHE431Brgnnm630E9Yg1xmkRrt30lNF9oLY06kY-98DwuWRRA-K9vgXWrSCrWYMI54j93FkXDP_fnmBsdSJjw&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay9DQjc0ODcxMjIxMUZS"
"Me lo acaban de entregar, muchas gracias por el servicio, muy contento y muy amable, 0 problemas ☺️ ","Estimado cliente, Nos complace saber que lo ha recibido. No dude en ponerse en contacto con nosotros si es necesario. Gracias y que tengas un buen día 🌷"
"Estimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B07986PJ6NNúmero de pedido: 403-1633647-0377921Devolución solicitada: síMotivo de contacto: El producto tiene buen aspecto, pero no funcionaResponde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de AmazonHola,Nos ha contactado un cliente común respecto al pedido, a continuación puedes encontrar la información proporcionada por el cliente:--------------------Número de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: Cliente contacta porque desea realizar la devolucion, pero desea una etiqueta de devolucion gratutita pero en su poblacion ya que la que enviaron queda en una poblacion totalmente distinta y bastante lejana de su residencia., por favor ayudar al cliente, gracias. --------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atención al ClienteAmazon.eshttp://www.amazon.es/Adjuntos fotos como así me indicáis, decir que la dirección que me habéis mandado para hacer la devolución no es correcta, ya que la que ustedes me han facilitado junto con la etiqueta de devolución es de una población a 15km de la mía y Mi código postal es el 16600 San Clemente, por lo tanto exijo una etiqueta de devolución gratuita nueva para mandar desde un punto pack de aquí, o bien si es posible hacer la devolución por Correos sería ideal ya que me viene mejor. Gracias y espero su pronta respuesta. Esto no es normal, que un teléfono esté constantemente dando errores de batería y descargándose. Buenos días, les vuelvo a repetir que me hagan una etiqueta de devolución de un punto de entrega de mi localidad ya que no existe UPS y debo de desplazarme a otras localidades algunas a más de 20 km, si no me dan una solución pronta recurriré a Amazon para que tome las medidas oportunas. Hola,Nos ha contactado un cliente común respecto al pedido, a continuación puedes encontrar la información proporcionada por el cliente:--------------------Número de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: el cliente se comunica con nosotros indicando que ustedes como empresa ECOMMUNITY no le quieren enviar una etiqueta con el franqueo pagado ya que el cliente se ha contactado con nosotros en varias ocaciones y no hemos visualizado ninguna respuesta de parte de ustedes. Notros vamos a estar investigando sobre este casi y vamos a proceder con nuestro departamento juridico ya que el cliente no ha recibido ninguna respuesta . Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atención al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente, ya le ofrecemos 2 opciones. Le hemos enviado una etiqueta de devolución gratuita, utilícela para devolvernos el teléfono. Si le resulta inconveniente utilizar la etiqueta, le reembolsaremos un máximo de 17 euros por gastos de envío. ¿Podría devolver el producto a nuestra dirección a continuación utilizando su propio servicio de mensajería? Gracias y espero su respuesta.UNI TECHNOLOGIE -AMZLI CHENFANG4 rue des potiers31000 TOULOUSEFrance33 975605388"
"Buenas tardes, me ofrecen dos opciones de devolución no válidas, la primera es devolverlo en un punto DHL que no está en mi localidad y me tengo que desplazar con los gastos que ello conlleva, y la Segunda por supuesto no pienso cerrar con los gastos de envío del producto puesto que ustedes no me devolverán el dinero del envío completo sino parte como me han indicado. Lo siento, es tan fácil como que me generéis una etiqueta de devolución nueva para correos y la de el producto desde mi localidad.","Estimado cliente,Tenga en cuenta que la etiqueta de devolución que emitimos es UPS, no DHL. Si aún no puede devolver el teléfono, hay otra solución: podemos hacer un gesto comercial de 40 euros. De esta manera, no hay necesidad de devolver el teléfono. Además, debemos informarle después de que esto y su teléfono sea reparado por un tercero, no podemos ofrecer ninguna garantía para su teléfono en el futuro. Espero su respuesta."
"No quiero ningún gesto comercial de 40 euros , quiero una etiqueta de devolución gratis que no sea de UPS y que no existe en mi localidad y como les he dicho ya existen otras formas como correos para devolver el artículo, por favor mándenme una etiqueta de devolución a través de correos pues quiero nadar el teléfono y que me devuelvan mi dinero de una vez. Como veo que ustedes no me ofrecen esta solución tomaré medidas legales.","Estimado cliente, Pedimos disculpas por cualquier inconveniente. Hicimos todo lo posible para resolver su problema. La empresa de transporte con la que trabajamos es UPS, por lo que solo podemos generar tu etiqueta de devolución. Por favor, no te preocupes, puedes ir a la oficina de correos y preguntar, los gastos de envío a nuestra dirección más abajo no superarán los 17 euros. Y te reembolsaremos. Gracias por su apoyo y comprensión 🌷UNI TECHNOLOGIE -AMZ LI CHENFANG 4 rue des potiers 31000 TOULOUSE France 33 975605388"
"Por favor mándenme una etiqueta de devolución de UPS gratis para que pueda enviar el producto a la mayor brevedad posible. Gracias.","Estimado cliente: Utilice la etiqueta de devolución gratuita adjunta para devolvernos su teléfono. Puedes enviarlo a cualquier punto de entrega de UPS. Por favor enviar a CALLE TELESFORO DIAZ 1 16670 EL PROVENCIO España. Si esta dirección no le conviene, puede consultar el sitio web del transportista (UPS) para obtener una lista de puntos de entrega cercanos. Gracias ~ https://www.ups.com/dropoff?loc=en_UShttps://sellercentral-europe.amazon.com/nms/redirect/360fe456-ffa4-3df5-976b-8acdae56b70e?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=W8CA6luSmL8lZQ2g8UCMLBNwN9gBnrTnvmkUAqNXTOB0O-8VNL-r5SG_B1GBneKL13PUK48B25x1QsWsmiEcpA&n=1&u=aHR0cHM6Ly93d3cudXBzLmNvbS9kcm9wb2ZmP2xvYz1lbl9VUw"
"Buenas tardes, os he enviado el paquete como me indicáis atreves del punto de entrega UPS CALLE TELESFORO DIAZ 1 16670 EL PROVENCIO España.  Por favor, me gustaría que me mantuvieran informado cuando lo reciban. Gracias.","Estimado cliente, ¡Gracias por su información! Realizaremos un seguimiento del paquete y le informaremos tan pronto como lo recibamos. Nos vemos pronto ! Cordialmente"
"Hola,Nos ha contactado un cliente común respecto al pedido, a continuación puedes encontrar la información proporcionada por el cliente:--------------------Número de pedido: # 403-1633647-0377921ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: Se ha devuelto con el numero de seguimiento 1Z59EW399132499898.Estimated deliveryWednesday, June 14 between 9:45 A.M. - 1:45 P.M. Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atención al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente,La logística muestra que el paquete está en tránsito. Nos ocuparemos de ello tan pronto como lo recibamos. ¡Gracias por tu apoyo!🌷Estimado cliente, Lo entendemos completamente. Así que hemos reembolsado este pedido a través de Amazon. Recibirás el dinero en 72 horas hábiles. Sentimos mucho las molestias. Siempre somos bienvenidos para su próxima compra.Salud"
"Hola muy buenas últimamente escucho muy mal las conversaciones y si intento poner el altavoz para escuchar mejor a través del teléfono mi interlocutor dice que no me escucha en condiciones. Es por esto por lo que solicito la reposición del teléfono para proceder luego a la devolución del que tengo. Muchas gracias. Espero su respuesta","Cher client,Nous nous excusons pour tout inconvénient. Ne vous inquiétez pas, nous pouvons vous proposer une solution satisfaisante. Merci de nous faire parvenir les informations suivantes : 1. Des photos de lappareil pour le protéger de tout litige, des photos de lécran allumé et éteint, et de la coque arrière. Veuillez confirmer soigneusement si le téléphone a subi une chute/une pression/une pénétration deau ou des dommages similaires. 2. Veuillez confirmer si ladresse suivante est correcte.Afin que nous puissions vous fournir une étiquette de retour gratuite. Au plaisir de vous entendre bientôt !agustin gonzalez perezcalle almogia,16 2 izq 28018 madr id28018 madrid654975700"
"No sé qué pasos hay que dar ahora ","Estimado cliente, Adjunto encontrará la etiqueta de envío gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el CÓDIGO DE BLOQUEO si su dispositivo tiene uno o escríbalo en un papel y póngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud está conectada al teléfono devuelto, ralentizará su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de envío en el paquete. 6. Puede entregar el paquete en la siguiente dirección: AVENIDA PABLO NERUDA 828038 MADRID España Si esta dirección no le conviene, puede consultar la página web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, repararemos el teléfono y se lo enviaremos dentro de las 48 horas hábiles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensión. ¡Esperando por una respuesta!"
"Buenas tardes, he recibido su mensaje. Dado que el teléfono ya es reacondicionado prefiero el reembolso y ya miraré otro. Gracias y perdón por la molestia. Un saludo ","Estimado cliente, OK, no se preocupe. Una vez que hayamos recibido su producto devuelto y cumpla con los requisitos, le reembolsaremos. Infórmenos cuando devuelva el teléfono. Gracias y que tengas un buen día 🌷"
"Gracias por todo, espero solucionarlo antes de acabar la semana. Perdón por la molestia.","Estimado cliente, está bien, ¿devolvió el teléfono? Verificamos la logística, no hay información al respecto (ver más abajo TL). Por favor, háganos saber cuando lo devuelva. Gracias y que tengas un buen día ��https://www.aftership.com/en/track/1Z59EW399111880853https://sellercentral-europe.amazon.com/nms/redirect/5d606e09-a96b-3fcd-a651-07d836e04ad3?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=SSSZ4ZPbM1M31hnMoE0k-sQWovJRPHsbPGhsqHx2AEl8AJzT0SaJdn4mETBqFQoCXWwx4Kr4fPQyFSu_XjYIoQ&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS9lbi90cmFjay8xWjU5RVczOTkxMTE4ODA4NTM"
"El móvil que me ha llegado se recalienta hasta el punto que parece que va a explotar, llevo 3 días usándolo y se recalienta muchísimo, la pantalla se bloquea diciendome que hasta que no se enfríe no lo puedo utilizar, a demás apenas carga","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No se preocupe, podemos ofrecerle un nuevo reemplazo. 1. Envíenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y contraportada. Confirme cuidadosamente si el teléfono ha sufrido caídas/presión/entrada de agua o daños similares. 2. Confirme la información a continuación para que podamos generar una etiqueta de devolución gratuita para usted y guiarlo en la devolución del producto defectuoso. Gracias y espero su respuesta. AtentamenteAlaitz Morcillo EnriquezHerriondo Bailara, 6Lezo, Gipuzkoa 20100Spain651472917"
"Hola , el móvil se recalienta y no me permite hacer uso de ningún tipo con el , el móvil está físicamente en perfecto estado y la cámara también, puedo mandar foto de cómo está el exterior Estas son la imágenes que puedo ofrecer debido al estado del movil ","Estimado cliente, Gracias por sus fotos. Confirme la información a continuación para que podamos generar una etiqueta de devolución gratuita para usted y guiarlo en la devolución de su producto defectuoso. Gracias y espero su respuesta. AtentamenteAlaitz Morcillo EnriquezHerriondo Bailara, 6Lezo, Gipuzkoa 20100Spain651472917"
"ConfirmadoAhora que va a pasar?","Estimado cliente, Adjunto encontrará la etiqueta de envío gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el CÓDIGO DE BLOQUEO si su dispositivo tiene uno o escríbalo en un papel y póngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud está conectada al teléfono devuelto, ralentizará su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de envío en el paquete. 6. Puedes entregar el paquete en la siguiente dirección: FANDERIA PASEALEKUA IBILBIDEA 1720100 ERRENTERIA España Si esta dirección no le conviene, puede consultar la página web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas hábiles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensión. ¡Esperando por una respuesta!"
"El movil esta defectuoso la bateria el sistema dice que no es la original y se apaga y se enciende. Que hacemos????El telefono funcionaba los primeros dias pero de repente empezo apagarse y a encenderse solo. Lo ponemos a cargar y no carga. Y ya nos salio un mensaje diciendo que la bateria no era la original y que no estaba bien. Le mando fotos. Como debemos hacer la devolucion para que nos envien otro… lo necesitamos por trabajo. El pedido seria para alberto muñoz Sanchez Urb mar de plata local costa gades 11393 zahara de los atunes Cadiz Tlfno 600843698Me enviaran otro igual??Muchas gracias","Estimado cliente, gracias por su información, queremos enviarle una etiqueta de devolución gratuita, pero no podemos generar la etiqueta de devolución en nuestro sistema con esta dirección. Y te devolveremos un máximo de 17 euros en concepto de gastos de envío. ¿Podría devolver el producto a nuestra dirección a continuación utilizando su propio servicio de mensajería? Gracias y espero su respuesta.UNI TECHNOLOGIE -AMZLI CHENFANG4 rue des potiers31000 TOULOUSEFrance33 975605388"
"Y el movil?? Cuando me devuelven el movil?? Y tengo que pagar yo los gastos de envio???? La formula no me parece la correcta!!! Llevo ya tres dias sin telefono…pague por un telefono que debia estar en optimas condiciones…y debian haberme ya enviado uno nuevo!!!! Y encima yo pagar los gastos de envio…no lo comprendoEstimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B08PCF4MBBNúmero de pedido: 171-5423518-4434729Devolución solicitada: noMotivo de contacto:  Cliente nos informa qu eeste movil que recibio de ustedes esta defectuosos, non indica que la bateria no es la original, se apaga y se enciende solo y se apaga solo, cliente no desea reembolso cliente desea devolucion y reemplazo por un articulo que is funcione, por favor solucionar a cliente en la menor brevedad de tiempo popsible Responde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de Amazon","Estimado cliente, no necesita pagar ningún costo de envío, el sistema está bien ahora. Encuentre adjunta la etiqueta de envío gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el CÓDIGO DE BLOQUEO si su dispositivo tiene uno o escríbalo en un papel y póngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud está conectada al teléfono devuelto, ralentizará su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de envío en el paquete. 6. Puede entregar el paquete en la siguiente dirección: CALLE CALVO SOTELO 811160 BARBATE España Si esta dirección no le conviene, puede consultar la página web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas hábiles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensión. ¡Esperando por una respuesta!"
"Buenas, ya esta enviado! Espero el movil nuevo. Cuando sabre que me lo han enviado? Lo necesito urgente por trabajo. Espero que sea del mismo color y capacidad","Estimado cliente,¡Gracias por su información! Realizaremos un seguimiento del paquete y lo mantendremos informado sobre la recepción.Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos un cambio dentro de las 48 horas hábiles. Nos vemos muy pronto y que tenga un buen día 🌷"
"Han recibido el movil!????? Necesito un movil nuevo urgenteee","Estimado cliente, aún no hemos recibido el teléfono y verificamos la logística, puede llegar el 9 de junio (ver TL a continuación). No se preocupe, nos pondremos en contacto con usted una vez que lo recibamos. Una vez que hayamos recibido el producto devuelto y cumple con los requisitos, te enviaremos el reemplazo dentro de las 48 horas hábiles. Gracias por su paciencia y que tenga un buen día ��https://www.aftership.com/track/1Z59EW399118320918https://sellercentral-europe.amazon.com/nms/redirect/e81e2bf0-e3f5-307f-a1a8-6a09d79b9a67?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=snmTMHkwUptGWu2G2V6P7KsmVhee1lTeCRfc7L3j7cceEcsjDhuWn65gKZwNuNatIoYHJHzohnWWv_Bdq93w6A&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay8xWjU5RVczOTkxMTgzMjA5MTg"
"No me parece normal que haya recibido un movil que venia con una bateria que no era su original que lo haya pagado y no tenga ni el dinero ni el movil","Estimado cliente,Nos disculpamos por cualquier inconveniente. Para que esté satisfecho, primero le enviaremos un nuevo teléfono. Pero lamentamos informarte que el verde está agotado. Pero tenemos disponible en negro, rojo, morado y azul. Por favor díganos qué color quiere. Gracias y esperando su respuesta 🌷"
"Perfecto en Morado por favor","Estimado cliente: Le hemos cambiado un nuevo teléfono (color: morado). El número de seguimiento es CUB214158291 (Transportista: Cubyn Express). Será enviado dentro de las 24 horas hábiles. Muchas gracias por su cooperación y que tenga un buen día 🌷"
"No funciona la batería interna del teléfono. No hace ni 6 meses que lo recibimos y no funciona, así que me gustaría saber el proceso para reemplazar la batería por una que funcione. Entendemos que es un fallo de fabricación del móvil y debe sustituirse por una batería que funcione.Espero sus indicaciones para resolver este problema.Gracias ","Estimado cliente,Pedimos disculpas por cualquier inconveniente. Podemos proporcionarle un servicio de reparación. Una vez que recibamos el teléfono, lo repararemos y se lo devolveremos en un plazo de 2 a 3 días. No se preocupe. Para resolver su problema mejor y más rápido. ¿Puede proporcionar una captura de pantalla de la capacidad de la batería del teléfono? ¿Se puede recargar la batería? Después de confirmar el problema del teléfono, le daremos una solución satisfactoria. ¡Esperamos saber de usted pronto!🌷"
"Lo que le pasa al móvil es que al parecer la batería que tiene no es del propio IPhone ya que pone pieza desconocida, y eso le está perjudicando al móvil ya que al principio cada cierto tiempo se apagaba solo el móvil y luego se volvía a encender, pero ahora nada más encenderlo, al minuto se apaga y no puedo ni cargarlo ni nada y llevo 3 días sin batería y que se me apaga cada dos por tres y luego se enciende y se apaga, así todo el rato ","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No te preocupes, podemos ofrecerte una reparación. 1. Envíenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y contraportada. Confirme cuidadosamente si el teléfono ha sufrido una caída/presión/entrada de agua o daños similares. 2. Confirme la información a continuación para que podamos generar una etiqueta de devolución gratuita para usted y guiarlo en la devolución del producto defectuoso. Gracias y espero su respuesta. AtentamenteJOSE MANUEL FRECHILLA HERREROCL GAVILLA N 5 2 BVALLADOLID 47014Spain983340960"
"Buenos días, El teléfono no ha sufrido ninguna caída ni golpe. Ha funcionado perfectamente desde el principio hasta que ha empezado a fallar la batería.Lo tengo con protector de pantalla y funda, así que esta en perfecto estado físico.Les envío adjunto fotografías del teléfono encendido y apagado como ha solicitado. Les envío también una foto del mensaje que aparece sobre la batería.No quiero hacer una devolución, sino que me lo reparen o sustituyan la batería por una que funcione. No puedo quedarme sin móvil y me gustaría que se reparar lo antes posible. Por favor díganme como tengo que hacer para que me lo reparen o sustituyan la batería, o sustitución completa pero por uno igual que funcione perfectamente.Por último, cuando lo compré pedí que me lo enviaran a la dirección de mi familia en Valladolid, calle Gavilla 5, 2b porque el teléfono era un regalo de Navidad y era donde nos encontrábamos, pero mi dirección correcta es la siguiente:ALMUDENA FRECHILLA HERREROURB LORCRIMAR, FASE IV, BLOQUE 5, 1.D29660 MARBELLA -MALAGA Pueden comprobar que esta es mi dirección porque es la que aparece en mi perfil de Amazon y datos de facturación.Espero si respuesta para reparar el móvil lo antes posible.Un saludoHola de nuevo, 
Envío las fotos de nuevo porque parece que pesaban mucho y no estoy segura de que las hayan recibido.
Un saludo ","Estimado cliente, gracias por sus fotos. Si no desea devolver el teléfono, podemos devolverle 45 euros. De esta manera, no hay necesidad de devolver el teléfono. Además, debemos informarle si su teléfono es reparado por un tercero, no podemos ofrecer ninguna garantía en el futuro. Espero su respuesta."
"Buenos días¿Que quiere decir con que me devuelve 45 euros? Yo lo que quiero es que me arreglen el teléfono que les he comprado hace menos de 6 meses y está en garantía. Eso es lo único que quiero y espero sus indicaciones para proceder con la reparación.No tengo ninguna intención de repararlo en otra empresa, porque yo se lo he comprado a ustedes y está en garantía. Como no ha sufrido ningún golpe ni daño, entiendo que el fallo de la batería es defecto de fabricación y por lo tanto deben repararlo o reemplazar por una nueva.Espero su respuesta clara y concreta de como tenemos que proceder.Gracias","Estimado cliente, no se preocupe, podemos reparar su teléfono. Y confirme la información a continuación, también envíenos su número de teléfono. gracias ~ALMUDENA FRECHILLA HERREROURB LORCRIMAR, FASE IV, BLOQUE 5, 1.D29660 MARBELLA -MALAGA Spain"
"La dirección es correcta. Mi teléfono es 34 675268150Gracias","Estimado cliente, Adjunto encontrará la etiqueta de envío gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el CÓDIGO DE BLOQUEO si su dispositivo tiene uno o escríbalo en un papel y póngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud está conectada al teléfono devuelto, ralentizará su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de envío en el paquete. 6. Puede entregar el paquete en la siguiente dirección: CALLE JORGE MANRIQUE 20A LOCAL29660 MARBELLA España Si esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, lo repararemos y se lo enviaremos dentro de las 48 horas hábiles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensión. ¡Esperando por una respuesta!"
"Buenas tardes, el iPhone me está dando problemas. A la hora de escribir aparece como una doble línea. A veces se apaga y se enciende solo. Sale y entra solo en las aplicaciones y a la hora de subir el brillo del teléfono, sobretodo con los vídeos, se pone la pantalla en negro y al poco vuelve la imagen. Me gustaría saber si se puede reemplazar por otro igual. Muchas gracias ","Estimado cliente,Lamentamos oir eso. Envíenos algunas fotos del teléfono para mostrar el problema (pantalla encendida y apagada y cubierta posterior). Y por favor confirme cuidadosamente si el teléfono ha experimentado alguna caída/apretón/entrada de agua o daños similares.Lo invitamos a forzar el restablecimiento de su dispositivo. Esta manipulación puede permitir que su dispositivo vuelva a funcionar completamente. Si el problema persiste, le ofreceremos una solución satisfactoria. ¡Gracias!"
